"id","high_risk","outcome"
1498,FALSE,2
1499,FALSE,2
1500,FALSE,1
1501,FALSE,0
1502,TRUE,4
1503,TRUE,4
1504,FALSE,3
1505,TRUE,3
1506,TRUE,4
1507,FALSE,1
1508,FALSE,1
1509,FALSE,0
1510,TRUE,4
1511,FALSE,1
1512,TRUE,4
1513,TRUE,4
1514,FALSE,0
1515,FALSE,2
1516,FALSE,0
1517,FALSE,1
1518,FALSE,2
1519,TRUE,4
1520,TRUE,4
1521,TRUE,4
1522,FALSE,2
1523,FALSE,1
1524,FALSE,2
1525,FALSE,0
1526,FALSE,0
1527,TRUE,4
1528,TRUE,4
1529,TRUE,4
1530,TRUE,4
1531,FALSE,1
1532,FALSE,1
1533,FALSE,2
1534,TRUE,4
1535,FALSE,0
1536,TRUE,4
1537,TRUE,4
1538,FALSE,2
1539,FALSE,2
1540,FALSE,0
1541,FALSE,1
1542,FALSE,2
1543,FALSE,1
1544,FALSE,2
1545,FALSE,2
1546,TRUE,4
1547,FALSE,0
1548,FALSE,1
1549,FALSE,2
1550,FALSE,2
1551,FALSE,3
1552,TRUE,4
1553,FALSE,3
1554,TRUE,4
1555,FALSE,1
1556,FALSE,3
1557,FALSE,2
1558,FALSE,2
1559,TRUE,4
1560,FALSE,2
1561,FALSE,3
1562,FALSE,2
1563,TRUE,4
1564,TRUE,4
1565,FALSE,1
1566,FALSE,2
1567,FALSE,2
1568,FALSE,2
1569,FALSE,2
1570,FALSE,1
1571,FALSE,1
1572,FALSE,1
1573,FALSE,2
1574,FALSE,1
1575,TRUE,4
1576,FALSE,1
1577,FALSE,1
1578,TRUE,4
1579,FALSE,1
1580,FALSE,1
1581,FALSE,1
1582,FALSE,2
1583,FALSE,2
1584,FALSE,2
1585,TRUE,4
1586,TRUE,4
1587,TRUE,4
1588,FALSE,0
1589,FALSE,1
1590,FALSE,3
1591,TRUE,4
1592,FALSE,2
1593,FALSE,2
1594,FALSE,1
1595,FALSE,1
1596,FALSE,3
1597,TRUE,4
1598,TRUE,4
1599,FALSE,1
1600,FALSE,1
1601,FALSE,0
1602,TRUE,4
1603,TRUE,4
1604,FALSE,0
1605,FALSE,0
1606,TRUE,4
1607,FALSE,1
1608,FALSE,2
1609,TRUE,4
1610,TRUE,4
1611,TRUE,4
1612,FALSE,2
1613,FALSE,0
1614,FALSE,1
1615,FALSE,1
1616,FALSE,0
1617,TRUE,4
1618,TRUE,4
1619,FALSE,1
1620,TRUE,4
1621,FALSE,2
1622,FALSE,1
1623,FALSE,0
1624,TRUE,4
1625,TRUE,4
1626,FALSE,1
1627,FALSE,1
1628,FALSE,3
1629,FALSE,3
1630,FALSE,3
1631,FALSE,1
1632,TRUE,4
1633,FALSE,1
1634,FALSE,1
1635,TRUE,4
1636,FALSE,1
1637,TRUE,4
1638,FALSE,0
1639,FALSE,2
1640,FALSE,3
1641,TRUE,4
1642,FALSE,1
1643,FALSE,1
1644,FALSE,1
1645,FALSE,1
1646,FALSE,3
1647,FALSE,2
1648,FALSE,1
1649,FALSE,1
1650,FALSE,2
1651,FALSE,1
1652,FALSE,1
1653,FALSE,0
1654,TRUE,4
1655,FALSE,2
1656,FALSE,0
1657,FALSE,1
1658,TRUE,4
1659,FALSE,1
1660,FALSE,1
1661,FALSE,1
1662,FALSE,1
1663,TRUE,4
1664,FALSE,1
1665,FALSE,0
1666,FALSE,3
1667,FALSE,1
1668,FALSE,1
1669,TRUE,4
1670,FALSE,2
1671,FALSE,1
1672,TRUE,4
1673,FALSE,0
1674,TRUE,4
1675,FALSE,3
1676,FALSE,0
1677,FALSE,1
1678,FALSE,1
1679,FALSE,0
1680,FALSE,1
1681,FALSE,0
1682,FALSE,1
1683,TRUE,4
1684,FALSE,0
1685,FALSE,2
1686,FALSE,3
1687,FALSE,3
1688,FALSE,1
1689,TRUE,4
1690,FALSE,0
1691,TRUE,4
1692,FALSE,1
1693,FALSE,2
1694,FALSE,1
1695,FALSE,0
1696,FALSE,2
1697,FALSE,1
1698,FALSE,1
1699,TRUE,4
1700,TRUE,4
1701,TRUE,4
1702,TRUE,4
1703,TRUE,4
1704,TRUE,4
1705,FALSE,1
1706,FALSE,2
1707,FALSE,2
1708,TRUE,4
1709,FALSE,2
1710,FALSE,3
1711,FALSE,2
1712,TRUE,4
1713,FALSE,0
1714,FALSE,1
1715,FALSE,0
1716,FALSE,2
1717,FALSE,0
1718,FALSE,0
1719,FALSE,3
1720,FALSE,0
1721,FALSE,1
1722,FALSE,0
1723,TRUE,4
1724,TRUE,4
1725,TRUE,4
1726,FALSE,2
1727,FALSE,2
1728,TRUE,4
1729,FALSE,1
1730,FALSE,1
1731,FALSE,0
1732,FALSE,1
1733,FALSE,2
1734,TRUE,4
1735,FALSE,1
1736,FALSE,1
1737,FALSE,3
1738,FALSE,2
1739,FALSE,2
1740,FALSE,0
1741,FALSE,1
1742,FALSE,0
1743,FALSE,1
1744,FALSE,2
1745,FALSE,1
1746,TRUE,4
1747,FALSE,1
1748,FALSE,2
1749,FALSE,2
1750,FALSE,1
1751,FALSE,2
1752,FALSE,2
1753,FALSE,1
1754,FALSE,3
1755,FALSE,2
1756,TRUE,4
1757,FALSE,1
1758,TRUE,4
1759,TRUE,4
1760,FALSE,1
1761,FALSE,3
1762,TRUE,4
1763,FALSE,1
1764,FALSE,3
1765,FALSE,0
1766,FALSE,2
1767,TRUE,4
1768,FALSE,1
1769,TRUE,4
1770,TRUE,4
1771,FALSE,2
1772,TRUE,4
1773,FALSE,1
1774,FALSE,2
1775,FALSE,2
1776,FALSE,3
1777,FALSE,2
1778,TRUE,4
1779,FALSE,2
1780,TRUE,4
1781,TRUE,4
1782,TRUE,4
1783,FALSE,2
1784,FALSE,0
1785,FALSE,1
1786,FALSE,2
1787,FALSE,2
1788,FALSE,1
1789,TRUE,4
1790,TRUE,4
1791,TRUE,4
1792,TRUE,4
1793,TRUE,4
1794,TRUE,4
1795,FALSE,1
1796,TRUE,4
1797,FALSE,1
1798,FALSE,1
1799,FALSE,2
1800,FALSE,1
1801,FALSE,0
1802,FALSE,1
1803,TRUE,4
1804,FALSE,2
1805,FALSE,0
1806,TRUE,4
1807,TRUE,4
1808,FALSE,2
1809,FALSE,2
1810,TRUE,4
1811,FALSE,1
1812,FALSE,2
1813,FALSE,1
1814,FALSE,1
1815,TRUE,4
1816,FALSE,0
1817,FALSE,2
1818,TRUE,4
1819,FALSE,1
1820,TRUE,4
1821,FALSE,1
1822,FALSE,1
1823,FALSE,1
1824,FALSE,1
1825,FALSE,0
1826,TRUE,4
1827,TRUE,4
1828,FALSE,2
1829,FALSE,2
1830,FALSE,1
1831,FALSE,2
1832,TRUE,4
1833,FALSE,0
1834,TRUE,4
1835,FALSE,2
1836,FALSE,0
1837,TRUE,4
1838,TRUE,4
1839,FALSE,2
1840,TRUE,4
1841,FALSE,2
1842,TRUE,4
1843,TRUE,4
1844,FALSE,1
1845,FALSE,1
1846,FALSE,0
1847,FALSE,0
1848,FALSE,2
1849,FALSE,2
1850,FALSE,2
1851,FALSE,1
1852,TRUE,4
1853,FALSE,2
1854,FALSE,1
1855,TRUE,4
1856,FALSE,1
1857,FALSE,0
1858,FALSE,2
1859,FALSE,0
1860,FALSE,2
1861,FALSE,1
1862,TRUE,4
1863,FALSE,2
1864,TRUE,4
1865,TRUE,4
1866,TRUE,4
1867,FALSE,2
1868,FALSE,2
1869,TRUE,4
1870,TRUE,4
1871,TRUE,4
1872,FALSE,0
1873,FALSE,0
1874,FALSE,0
1875,TRUE,4
1876,FALSE,0
1877,TRUE,4
1878,TRUE,4
1879,TRUE,4
1880,FALSE,0
1881,FALSE,1
1882,FALSE,0
1883,FALSE,1
1884,FALSE,0
1885,FALSE,2
1886,FALSE,4
1887,FALSE,0
1888,FALSE,2
1889,TRUE,4
1890,FALSE,1
1891,FALSE,0
1892,FALSE,1
1893,FALSE,1
1894,FALSE,0
1895,FALSE,1
1896,FALSE,2
1897,FALSE,1
1898,FALSE,1
1899,FALSE,1
1900,TRUE,4
1901,FALSE,0
1902,FALSE,2
1903,FALSE,1
1904,TRUE,4
1905,FALSE,0
1906,FALSE,1
1907,TRUE,4
1908,FALSE,1
1909,TRUE,4
1910,FALSE,1
1911,TRUE,4
1912,FALSE,2
1913,FALSE,1
1914,FALSE,1
1915,FALSE,2
1916,FALSE,2
1917,FALSE,3
1918,TRUE,4
1919,FALSE,2
1920,FALSE,1
1921,FALSE,0
1922,FALSE,1
1923,FALSE,1
1924,FALSE,0
1925,FALSE,3
1926,TRUE,4
1927,TRUE,4
1928,TRUE,4
1929,FALSE,2
1930,FALSE,1
1931,TRUE,4
1932,TRUE,4
1933,FALSE,1
1934,FALSE,1
1935,FALSE,2
1936,FALSE,3
1937,FALSE,1
1938,FALSE,1
1939,FALSE,2
1940,TRUE,4
1941,FALSE,0
1942,FALSE,3
1943,TRUE,4
1944,TRUE,4
1945,TRUE,4
1946,FALSE,2
1947,FALSE,0
1948,TRUE,4
1949,FALSE,0
1950,TRUE,4
1951,FALSE,0
1952,FALSE,2
1953,FALSE,1
1954,TRUE,4
1955,FALSE,3
1956,FALSE,1
1957,TRUE,4
1958,TRUE,4
1959,TRUE,4
1960,FALSE,2
1961,FALSE,1
1962,FALSE,2
1963,FALSE,2
1964,TRUE,4
1965,FALSE,1
1966,TRUE,4
1967,FALSE,0
1968,FALSE,1
1969,FALSE,2
1970,FALSE,2
1971,FALSE,1
1972,TRUE,4
1973,FALSE,1
1974,TRUE,4
1975,FALSE,1
1976,FALSE,3
1977,FALSE,2
1978,TRUE,4
1979,TRUE,4
1980,FALSE,0
1981,FALSE,1
1982,TRUE,4
1983,FALSE,2
1984,FALSE,1
1985,FALSE,1
1986,FALSE,2
1987,FALSE,0
1988,FALSE,1
1989,FALSE,1
1990,FALSE,0
1991,TRUE,4
1992,FALSE,1
1993,TRUE,4
1994,FALSE,1
1995,FALSE,2
1996,TRUE,4
1997,FALSE,1
1998,FALSE,1
1999,FALSE,2
2000,FALSE,1
2001,FALSE,2
2002,FALSE,1
2003,FALSE,0
2004,TRUE,4
2005,FALSE,1
2006,TRUE,4
2007,TRUE,4
2008,FALSE,2
2009,FALSE,0
2010,FALSE,1
2011,FALSE,2
2012,FALSE,1
2013,FALSE,3
2014,TRUE,4
2015,FALSE,1
2016,FALSE,0
2017,TRUE,4
2018,FALSE,1
2019,FALSE,1
2020,FALSE,2
2021,FALSE,1
2022,TRUE,4
2023,FALSE,2
2024,TRUE,4
2025,TRUE,4
2026,FALSE,1
2027,FALSE,1
2028,FALSE,1
2029,FALSE,2
2030,FALSE,1
2031,TRUE,4
2032,FALSE,3
2033,FALSE,2
2034,FALSE,2
2035,FALSE,1
2036,FALSE,2
2037,TRUE,4
2038,FALSE,1
2039,FALSE,2
2040,FALSE,1
2041,FALSE,1
2042,TRUE,4
2043,FALSE,0
2044,FALSE,0
2045,FALSE,0
2046,TRUE,4
2047,FALSE,2
2048,FALSE,0
2049,FALSE,2
2050,FALSE,2
2051,FALSE,0
2052,TRUE,4
2053,FALSE,0
2054,FALSE,0
2055,TRUE,4
2056,TRUE,4
2057,FALSE,1
2058,FALSE,1
2059,FALSE,0
2060,FALSE,1
2061,FALSE,3
2062,TRUE,4
2063,FALSE,1
2064,FALSE,1
2065,TRUE,3
2066,FALSE,0
2067,FALSE,1
2068,FALSE,0
2069,FALSE,0
2070,TRUE,4
2071,FALSE,0
2072,FALSE,1
2073,TRUE,4
2074,FALSE,2
2075,TRUE,4
2076,TRUE,4
2077,FALSE,1
2078,TRUE,4
2079,TRUE,4
2080,FALSE,2
2081,FALSE,1
2082,FALSE,1
2083,FALSE,0
2084,FALSE,0
2085,TRUE,4
2086,TRUE,4
2087,TRUE,4
2088,FALSE,1
2089,FALSE,1
2090,TRUE,4
2091,TRUE,4
2092,FALSE,1
2093,FALSE,2
2094,FALSE,1
2095,FALSE,1
2096,FALSE,0
2097,FALSE,2
2098,TRUE,4
2099,TRUE,4
2100,TRUE,4
2101,FALSE,1
2102,FALSE,1
2103,FALSE,1
2104,TRUE,4
2105,FALSE,2
2106,FALSE,2
2107,FALSE,1
2108,FALSE,1
2109,FALSE,1
2110,FALSE,2
2111,FALSE,2
2112,TRUE,4
2113,FALSE,0
2114,FALSE,2
2115,FALSE,1
2116,FALSE,3
2117,TRUE,4
2118,TRUE,4
2119,FALSE,2
2120,FALSE,0
2121,FALSE,1
2122,FALSE,0
2123,FALSE,2
2124,FALSE,1
2125,FALSE,1
2126,FALSE,1
2127,FALSE,2
2128,FALSE,2
2129,TRUE,3
2130,FALSE,0
2131,TRUE,4
2132,TRUE,4
2133,TRUE,4
2134,FALSE,1
2135,FALSE,2
2136,FALSE,1
2137,FALSE,3
2138,FALSE,3
2139,FALSE,2
2140,FALSE,1
2141,TRUE,4
2142,TRUE,4
2143,FALSE,1
2144,FALSE,0
2145,TRUE,4
2146,TRUE,4
2147,FALSE,1
2148,FALSE,1
2149,FALSE,1
2150,FALSE,1
2151,FALSE,0
2152,TRUE,4
2153,FALSE,2
2154,FALSE,1
2155,TRUE,4
2156,FALSE,1
2157,TRUE,4
2158,FALSE,1
2159,FALSE,1
2160,FALSE,2
2161,TRUE,4
2162,FALSE,2
2163,FALSE,1
2164,TRUE,4
2165,FALSE,0
2166,TRUE,4
2167,FALSE,1
2168,FALSE,0
2169,TRUE,4
2170,FALSE,1
2171,FALSE,2
2172,FALSE,2
2173,TRUE,4
2174,FALSE,1
2175,FALSE,1
2176,FALSE,2
2177,TRUE,4
2178,TRUE,4
2179,FALSE,1
2180,TRUE,4
2181,FALSE,2
2182,FALSE,1
2183,FALSE,1
2184,TRUE,4
2185,FALSE,0
2186,FALSE,0
2187,FALSE,1
2188,FALSE,2
2189,FALSE,2
2190,FALSE,4
2191,FALSE,3
2192,FALSE,2
2193,FALSE,2
2194,FALSE,0
2195,TRUE,4
2196,FALSE,2
2197,TRUE,4
2198,TRUE,4
2199,FALSE,1
2200,FALSE,0
2201,FALSE,1
2202,FALSE,1
2203,FALSE,1
2204,FALSE,3
2205,FALSE,4
2206,FALSE,2
2207,FALSE,1
2208,FALSE,2
2209,TRUE,4
2210,FALSE,3
2211,FALSE,3
2212,FALSE,0
2213,FALSE,3
2214,TRUE,4
2215,TRUE,4
2216,TRUE,4
2217,TRUE,4
2218,FALSE,1
2219,TRUE,4
2220,FALSE,3
2221,FALSE,3
2222,TRUE,4
2223,FALSE,1
2224,FALSE,2
2225,FALSE,1
2226,FALSE,2
2227,FALSE,0
2228,TRUE,4
2229,FALSE,3
2230,FALSE,2
2231,TRUE,4
2232,FALSE,2
2233,FALSE,3
2234,FALSE,0
2235,FALSE,0
2236,FALSE,2
2237,FALSE,1
2238,FALSE,0
2239,FALSE,1
2240,TRUE,4
2241,TRUE,4
2242,FALSE,1
2243,TRUE,4
2244,FALSE,1
2245,FALSE,2
2246,TRUE,4
2247,FALSE,1
2248,FALSE,1
2249,FALSE,0
2250,TRUE,4
2251,FALSE,1
2252,FALSE,1
2253,TRUE,4
2254,FALSE,3
2255,FALSE,0
2256,FALSE,3
2257,FALSE,1
2258,FALSE,1
2259,FALSE,3
2260,TRUE,4
2261,FALSE,1
2262,TRUE,4
2263,FALSE,1
2264,TRUE,4
2265,TRUE,4
2266,TRUE,4
2267,FALSE,1
2268,TRUE,4
2269,FALSE,1
2270,TRUE,4
2271,FALSE,1
2272,TRUE,4
2273,TRUE,4
2274,TRUE,4
2275,FALSE,0
2276,TRUE,4
2277,FALSE,1
2278,FALSE,1
2279,FALSE,2
2280,FALSE,2
2281,FALSE,3
2282,TRUE,4
2283,TRUE,4
2284,TRUE,4
2285,TRUE,4
2286,FALSE,0
2287,FALSE,1
2288,TRUE,4
2289,FALSE,2
2290,FALSE,1
2291,TRUE,4
2292,FALSE,0
2293,TRUE,4
2294,FALSE,1
2295,FALSE,0
2296,FALSE,2
2297,TRUE,4
2298,TRUE,4
2299,FALSE,0
2300,TRUE,4
2301,FALSE,2
2302,TRUE,3
2303,TRUE,4
2304,FALSE,2
2305,FALSE,1
2306,FALSE,2
2307,TRUE,4
2308,FALSE,1
2309,FALSE,3
2310,TRUE,4
2311,FALSE,2
2312,TRUE,4
2313,FALSE,1
2314,FALSE,2
2315,FALSE,3
2316,FALSE,1
2317,FALSE,2
2318,FALSE,2
2319,FALSE,2
2320,FALSE,3
2321,FALSE,2
2322,FALSE,2
2323,FALSE,0
2324,FALSE,2
2325,FALSE,0
2326,FALSE,2
2327,FALSE,1
2328,FALSE,1
2329,FALSE,3
2330,FALSE,3
2331,TRUE,3
2332,FALSE,1
2333,TRUE,4
2334,FALSE,2
2335,FALSE,2
2336,FALSE,0
2337,FALSE,3
2338,FALSE,2
2339,FALSE,3
2340,TRUE,4
2341,FALSE,0
2342,FALSE,1
2343,FALSE,1
2344,FALSE,1
2345,TRUE,4
2346,FALSE,1
2347,TRUE,4
2348,FALSE,3
2349,TRUE,4
2350,FALSE,1
2351,TRUE,4
2352,FALSE,1
2353,FALSE,0
2354,FALSE,2
2355,TRUE,4
2356,FALSE,1
2357,FALSE,0
2358,FALSE,0
2359,FALSE,2
2360,FALSE,2
2361,FALSE,1
2362,FALSE,1
2363,FALSE,1
2364,FALSE,0
2365,FALSE,2
2366,FALSE,3
2367,FALSE,2
2368,TRUE,4
2369,FALSE,3
2370,FALSE,1
2371,FALSE,3
2372,FALSE,2
2373,TRUE,4
2374,TRUE,4
2375,TRUE,4
2376,FALSE,2
2377,FALSE,0
2378,FALSE,1
2379,TRUE,4
2380,FALSE,0
2381,FALSE,0
2382,FALSE,2
2383,FALSE,0
2384,FALSE,1
2385,TRUE,4
2386,FALSE,1
2387,FALSE,1
2388,FALSE,0
2389,TRUE,4
2390,FALSE,2
2391,FALSE,0
2392,FALSE,1
2393,TRUE,4
2394,FALSE,2
2395,FALSE,0
2396,TRUE,4
2397,TRUE,4
2398,FALSE,2
2399,FALSE,2
2400,TRUE,4
2401,FALSE,0
2402,FALSE,1
2403,FALSE,0
2404,FALSE,1
2405,FALSE,1
2406,TRUE,4
2407,FALSE,0
2408,FALSE,2
2409,TRUE,4
2410,FALSE,1
2411,TRUE,4
2412,FALSE,2
2413,FALSE,1
2414,TRUE,4
2415,FALSE,2
2416,TRUE,4
2417,TRUE,4
2418,FALSE,0
2419,FALSE,0
2420,TRUE,4
2421,FALSE,3
2422,FALSE,2
2423,FALSE,1
2424,FALSE,1
2425,FALSE,2
2426,TRUE,3
2427,FALSE,1
2428,FALSE,2
2429,FALSE,1
2430,FALSE,2
2431,FALSE,3
2432,TRUE,4
2433,FALSE,2
2434,FALSE,3
2435,TRUE,4
2436,FALSE,1
2437,FALSE,1
2438,FALSE,1
2439,TRUE,4
2440,FALSE,0
2441,TRUE,4
2442,FALSE,4
2443,TRUE,4
2444,TRUE,4
2445,TRUE,4
2446,FALSE,0
2447,FALSE,1
2448,TRUE,4
2449,FALSE,3
2450,FALSE,1
2451,FALSE,1
2452,FALSE,1
2453,FALSE,2
2454,FALSE,2
2455,FALSE,1
2456,TRUE,4
2457,FALSE,1
2458,TRUE,4
2459,FALSE,2
2460,FALSE,2
2461,TRUE,4
2462,FALSE,3
2463,FALSE,3
2464,FALSE,0
2465,TRUE,4
2466,FALSE,1
2467,TRUE,4
2468,TRUE,4
2469,FALSE,0
2470,FALSE,1
2471,FALSE,1
2472,FALSE,1
2473,FALSE,0
2474,FALSE,1
2475,TRUE,4
2476,FALSE,1
2477,FALSE,0
2478,TRUE,4
2479,FALSE,2
2480,FALSE,3
2481,TRUE,4
2482,TRUE,4
2483,FALSE,2
2484,FALSE,1
2485,FALSE,0
2486,TRUE,4
2487,TRUE,4
2488,TRUE,4
2489,TRUE,4
2490,FALSE,3
2491,FALSE,3
2492,FALSE,1
2493,FALSE,1
2494,FALSE,0
2495,FALSE,3
2496,FALSE,0
2497,TRUE,4
2498,TRUE,4
2499,FALSE,0
2500,FALSE,1
2501,FALSE,2
2502,TRUE,4
2503,FALSE,1
2504,TRUE,4
2505,TRUE,4
2506,FALSE,1
2507,FALSE,1
2508,TRUE,4
2509,FALSE,3
2510,FALSE,2
2511,FALSE,1
2512,FALSE,2
2513,FALSE,2
2514,TRUE,4
2515,FALSE,1
2516,FALSE,2
2517,FALSE,0
2518,FALSE,1
2519,FALSE,2
2520,FALSE,1
2521,FALSE,1
2522,FALSE,0
2523,FALSE,1
2524,FALSE,3
2525,FALSE,2
2526,TRUE,4
2527,FALSE,1
2528,FALSE,1
2529,FALSE,2
2530,TRUE,4
2531,TRUE,4
2532,FALSE,3
2533,FALSE,3
2534,FALSE,1
2535,TRUE,4
2536,FALSE,2
2537,FALSE,1
2538,FALSE,0
2539,TRUE,4
2540,TRUE,4
2541,TRUE,4
2542,FALSE,4
2543,FALSE,1
2544,FALSE,0
2545,FALSE,0
2546,FALSE,0
2547,TRUE,4
2548,FALSE,1
2549,FALSE,1
2550,FALSE,2
2551,FALSE,0
2552,FALSE,2
2553,TRUE,4
2554,TRUE,4
2555,FALSE,2
2556,FALSE,1
2557,FALSE,2
2558,FALSE,2
2559,TRUE,4
2560,FALSE,3
2561,FALSE,2
2562,TRUE,4
2563,TRUE,4
2564,TRUE,4
2565,TRUE,4
2566,FALSE,1
2567,FALSE,2
2568,TRUE,4
2569,FALSE,1
2570,FALSE,3
2571,FALSE,0
2572,TRUE,4
2573,FALSE,3
2574,FALSE,1
2575,FALSE,2
2576,FALSE,0
2577,TRUE,4
2578,FALSE,2
2579,FALSE,1
2580,FALSE,2
2581,FALSE,0
2582,FALSE,0
2583,FALSE,1
2584,FALSE,0
2585,FALSE,3
2586,TRUE,4
2587,FALSE,1
2588,FALSE,3
2589,FALSE,1
2590,FALSE,2
2591,TRUE,4
2592,FALSE,0
2593,TRUE,4
2594,FALSE,1
2595,FALSE,2
2596,FALSE,2
2597,TRUE,4
2598,TRUE,4
2599,FALSE,1
2600,TRUE,4
2601,TRUE,4
2602,TRUE,4
2603,FALSE,1
2604,FALSE,2
2605,FALSE,1
2606,FALSE,1
2607,TRUE,4
2608,FALSE,2
2609,TRUE,4
2610,TRUE,4
2611,TRUE,4
2612,FALSE,3
2613,TRUE,4
2614,TRUE,4
2615,FALSE,0
2616,FALSE,1
2617,FALSE,1
2618,FALSE,0
2619,TRUE,4
2620,FALSE,0
2621,TRUE,4
2622,FALSE,1
2623,FALSE,0
2624,TRUE,4
2625,TRUE,4
2626,FALSE,3
2627,FALSE,0
2628,FALSE,3
2629,FALSE,1
2630,FALSE,1
2631,FALSE,3
2632,TRUE,4
2633,FALSE,1
2634,FALSE,1
2635,FALSE,2
2636,FALSE,2
2637,FALSE,2
2638,FALSE,1
2639,FALSE,1
2640,TRUE,4
2641,FALSE,1
2642,FALSE,1
2643,FALSE,1
2644,FALSE,0
2645,FALSE,0
2646,FALSE,0
2647,FALSE,2
2648,FALSE,1
2649,FALSE,1
2650,FALSE,0
2651,FALSE,2
2652,TRUE,4
2653,FALSE,2
2654,FALSE,0
2655,FALSE,2
2656,TRUE,4
2657,FALSE,2
2658,FALSE,1
2659,FALSE,2
2660,FALSE,4
2661,TRUE,4
2662,TRUE,4
2663,FALSE,1
2664,TRUE,4
2665,FALSE,3
2666,FALSE,0
2667,FALSE,2
2668,TRUE,4
2669,FALSE,1
2670,TRUE,4
2671,FALSE,2
2672,FALSE,1
2673,TRUE,4
2674,FALSE,1
2675,FALSE,2
2676,TRUE,4
2677,FALSE,0
2678,FALSE,1
2679,FALSE,1
2680,FALSE,0
2681,FALSE,2
2682,FALSE,1
2683,FALSE,2
2684,FALSE,2
2685,FALSE,2
2686,FALSE,1
2687,FALSE,0
2688,FALSE,2
2689,TRUE,4
2690,FALSE,2
2691,FALSE,3
2692,FALSE,1
2693,FALSE,0
2694,TRUE,4
2695,FALSE,1
2696,TRUE,4
2697,TRUE,4
2698,FALSE,1
2699,FALSE,2
2700,FALSE,2
2701,TRUE,4
2702,FALSE,0
2703,FALSE,0
2704,TRUE,4
2705,TRUE,4
2706,FALSE,2
2707,FALSE,1
2708,FALSE,1
2709,FALSE,2
2710,FALSE,1
2711,TRUE,4
2712,TRUE,4
2713,TRUE,4
2714,FALSE,0
2715,FALSE,2
2716,FALSE,2
2717,TRUE,4
2718,FALSE,1
2719,FALSE,0
2720,FALSE,3
2721,TRUE,4
2722,FALSE,1
2723,TRUE,4
2724,TRUE,4
2725,FALSE,1
2726,FALSE,2
2727,FALSE,0
2728,FALSE,2
2729,TRUE,4
2730,FALSE,1
2731,FALSE,1
2732,FALSE,3
2733,TRUE,4
2734,FALSE,4
2735,FALSE,1
2736,FALSE,1
2737,FALSE,2
2738,FALSE,3
2739,FALSE,1
2740,TRUE,3
2741,TRUE,4
2742,FALSE,0
2743,TRUE,4
2744,FALSE,2
2745,FALSE,1
2746,TRUE,4
2747,TRUE,4
2748,TRUE,4
2749,FALSE,2
2750,TRUE,4
2751,FALSE,1
2752,TRUE,4
2753,TRUE,4
2754,FALSE,3
2755,TRUE,4
2756,FALSE,4
2757,FALSE,2
2758,FALSE,0
2759,TRUE,4
2760,FALSE,1
2761,FALSE,0
2762,FALSE,1
2763,TRUE,4
2764,TRUE,4
2765,FALSE,1
2766,TRUE,4
2767,TRUE,3
2768,FALSE,3
2769,FALSE,2
2770,TRUE,4
2771,FALSE,2
2772,TRUE,4
2773,FALSE,2
2774,TRUE,4
2775,FALSE,2
2776,FALSE,2
2777,FALSE,1
2778,FALSE,1
2779,TRUE,4
2780,FALSE,0
2781,TRUE,4
2782,FALSE,2
2783,FALSE,2
2784,FALSE,2
2785,TRUE,4
2786,FALSE,2
2787,FALSE,1
2788,FALSE,1
2789,TRUE,4
2790,FALSE,1
2791,TRUE,4
2792,TRUE,4
2793,FALSE,1
2794,FALSE,1
2795,FALSE,4
2796,FALSE,3
2797,FALSE,2
2798,TRUE,4
2799,FALSE,1
2800,FALSE,0
2801,TRUE,4
2802,TRUE,4
2803,FALSE,1
2804,FALSE,4
2805,TRUE,4
2806,FALSE,3
2807,FALSE,0
2808,FALSE,0
2809,TRUE,4
2810,TRUE,4
2811,TRUE,4
2812,FALSE,2
2813,TRUE,4
2814,FALSE,0
2815,TRUE,4
2816,FALSE,2
2817,TRUE,4
2818,FALSE,3
2819,FALSE,2
2820,FALSE,3
2821,FALSE,2
2822,FALSE,2
2823,FALSE,0
2824,FALSE,1
2825,FALSE,3
2826,FALSE,0
2827,TRUE,3
2828,FALSE,2
2829,TRUE,4
2830,TRUE,4
2831,TRUE,4
2832,TRUE,4
2833,FALSE,2
2834,FALSE,1
2835,FALSE,2
2836,FALSE,0
2837,FALSE,1
2838,FALSE,2
2839,FALSE,3
2840,FALSE,1
2841,TRUE,4
2842,TRUE,4
2843,TRUE,4
2844,TRUE,4
2845,FALSE,0
2846,TRUE,4
2847,FALSE,2
2848,FALSE,1
2849,FALSE,2
2850,TRUE,4
2851,TRUE,3
2852,TRUE,4
2853,FALSE,0
2854,TRUE,4
2855,FALSE,0
2856,FALSE,0
2857,FALSE,1
2858,TRUE,4
2859,FALSE,2
2860,TRUE,4
2861,FALSE,3
2862,FALSE,0
2863,TRUE,4
2864,TRUE,4
2865,TRUE,4
2866,TRUE,4
2867,FALSE,1
2868,FALSE,3
2869,FALSE,1
2870,TRUE,4
2871,FALSE,2
2872,FALSE,2
2873,TRUE,4
2874,FALSE,1
2875,TRUE,4
2876,TRUE,4
2877,FALSE,2
2878,TRUE,4
2879,FALSE,1
2880,TRUE,4
2881,FALSE,3
2882,FALSE,1
2883,TRUE,4
2884,TRUE,4
2885,FALSE,0
2886,FALSE,1
2887,TRUE,4
2888,FALSE,0
2889,FALSE,2
2890,FALSE,2
2891,FALSE,0
2892,TRUE,4
2893,FALSE,2
2894,FALSE,3
2895,TRUE,4
